,name,sal,team
78,Kevin Love,22642350,CLE
79,George Hill,20000000,CLE
80,Jordan Clarkson,11562500,CLE
81,Channing Frye,7420912,CLE
82,Kyle Korver,7000000,CLE
83,Jae Crowder,6796117,CLE
84,Cedi Osman,2642857,CLE
85,Derrick Rose,2533488,CLE
86,Rodney Hood,2386864,CLE
87,Jose Calderon,2328652,CLE
88,Jeff Green,2116955,CLE
89,Kendrick Perkins,131562,CLE
90,John Holland,77250,CLE
91,London Perrantes,77250,CLE
92,Harrison Barnes,23112004,DAL
93,Wesley Matthews,17884175,DAL
94,Dwight Powell,9003125,DAL
95,Josh McRoberts,6021175,DAL
96,Dirk Nowitzki,5000000,DAL
97,Devin Harris,4402546,DAL
98,Nerlens Noel,4187599,DAL
99,Doug McDermott,3294994,DAL
100,Salah Mejri,1471382,DAL
101,Yogi Ferrell,1312611,DAL
102,Dorian Finney-Smith,1312611,DAL
103,Maxi Kleber,815615,DAL
104,Kyle Collinsworth,595702,DAL
105,Antonius Cleveland,384116,DAL
106,Aaron Harrison,174570,DAL
107,Johnathan Motley,77250,DAL
108,Gian Clavell,77250,DAL
109,Jalen Jones,77250,DAL
110,Scotty Hopson,74158,DAL
111,Paul Millsap,30769231,DEN
112,Mason Plumlee,14041096,DEN
113,Kenneth Faried,12921348,DEN
114,Wilson Chandler,12016854,DEN
115,Darrell Arthur,7464912,DEN
116,Richard Jefferson,4828652,DEN
117,Devin Harris,4402546,DEN
118,Will Barton,3533333,DEN
119,Emmanuel Mudiay,3381480,DEN
120,Jamal Murray,3355320,DEN
121,Gary Harris,2550055,DEN
122,Trey Lyles,2441400,DEN
123,Malik Beasley,1700640,DEN
124,Tyler Lydon,1579440,DEN
125,Nikola Jokic,1471382,DEN
126,Torrey Craig,77250,DEN
127,Monte Morris,77250,DEN
128,Blake Griffin,29512900,DET
129,Andre Drummond,23775506,DET
130,Reggie Jackson,16000000,DET
131,Jon Leuer,10497319,DET
132,Jameer Nelson,6998920,DET
133,Langston Galloway,6666667,DET
134,Boban Marjanovic,5881260,DET
135,Stanley Johnson,3097800,DET
136,Luke Kennard,2759280,DET
137,Reggie Bullock,2500000,DET
138,Henry Ellenson,1780800,DET
139,Eric Moreland,1740000,DET
140,Willie Reed,1471382,DET
141,Dwight Buycks,748160,DET
142,Kay Felder,551866,DET
143,Luis Montero,77250,DET
144,Reggie Hearn,77250,DET
145,Stephen Curry,34682550,GSW
146,Kevin Durant,25000000,GSW
147,Klay Thompson,17826150,GSW
148,Draymond Green,16400000,GSW
149,Andre Iguodala,14814815,GSW
150,Shaun Livingston,7692308,GSW
151,Zaza Pachulia,3477600,GSW
152,JaVale McGee,2116955,GSW
153,Omri Casspi,2106470,GSW
154,Kevon Looney,1471382,GSW
155,Patrick McCaw,1312611,GSW
156,Damian Jones,1312611,GSW
157,Jordan Bell,815615,GSW
158,Quinn Cook,189832,GSW
159,Chris Boucher,77250,GSW
160,James Harden,28299399,HOU
161,Chris Paul,24268959,HOU
162,Ryan Anderson,19578455,HOU
163,Eric Gordon,12943020,HOU
164,Joe Johnson,10254904,HOU
165,PJ Tucker,8000000,HOU
166,Trevor Ariza,7400000,HOU
167,Tarik Black,3290000,HOU
168,Clint Capela,2334528,HOU
169,Luc Mbah a Moute,2116955,HOU
170,Gerald Green,1381403,HOU
171,Chinanu Onuaku,1312611,HOU
172,Bobby Brown,1231500,HOU
173,Isaiah Canaan,1113863,HOU
174,Demetrius Jackson,319266,HOU
175,Tim Quarterman,96406,HOU
176,RJ Hunter,77250,HOU
177,Markel Brown,77250,HOU
178,Aaron Jackson,46079,HOU
179,Victor Oladipo,21000000,IND
180,Thaddeus Young,12921348,IND
181,Bojan Bogdanovic,10500000,IND
182,Darren Collison,10000000,IND
183,Al Jefferson,9769821,IND
184,Trevor Booker,9571137,IND
185,Cory Joseph,7630000,IND
186,Domantas Sabonis,2550000,IND
187,Glenn Robinson III,1524305,IND
188,Ike Anigbogu,950000,IND
189,Alex Poythress,778668,IND
190,Ben Moore,77250,IND
191,Trey McKinney-Jones,46079,IND
192,DeAndre Jordan,22642350,LAC
193,Danilo Gallinari,20559599,LAC
194,Tobias Harris,16000000,LAC
195,Austin Rivers,11825000,LAC
196,Avery Bradley,8808989,LAC
197,Lou Williams,7000000,LAC
198,Wesley Johnson,5881260,LAC
199,Boban Marjanovic,5881260,LAC
200,Patrick Beverley,5513514,LAC
201,Sean Kilpatrick,4774445,LAC
202,Sam Dekker,1794600,LAC
203,Willie Reed,1471382,LAC
204,Montrezl Harrell,1471382,LAC
205,Brice Johnson,1331160,LAC
206,Jawun Evans,815615,LAC
207,Brook Lopez,22642350,LAL
208,Kentavious Caldwell-Pope,17745894,LAL
209,Luol Deng,17190000,LAL
210,Corey Brewer,8105615,LAL
211,Channing Frye,7420912,LAL
212,Lonzo Ball,6286560,LAL
213,Brandon Ingram,5519400,LAL
214,Julius Randle,4149242,LAL
215,Tyler Ennis,1524305,LAL
216,Kyle Kuzma,1423560,LAL
217,Josh Hart,1394520,LAL
218,Andrew Bogut,1078810,LAL
219,Thomas Bryant,815615,LAL
220,Nigel Hayes,193532,LAL
221,Gary Payton II,154500,LAL
222,Alex Caruso,77250,LAL
223,Vander Blue,77250,LAL
224,Andre Ingram,46079,LAL
225,Mike Conley,28530608,MEM
226,Chandler Parsons,23112004,MEM
227,Marc Gasol,22642350,MEM
228,JaMychal Green,8533333,MEM
229,Ben McLemore,5200000,MEM
230,Tyreke Evans,3290000,MEM
231,Mario Chalmers,2106407,MEM
232,Jarell Martin,1471382,MEM
233,Brice Johnson,1331160,MEM
234,Deyonta Davis,1312611,MEM
235,Andrew Harrison,1312611,MEM
236,Ivan Rabb,950000,MEM
237,Dillon Brooks,815615,MEM
238,Omari Johnson,170495,MEM
239,MarShon Brooks,86118,MEM
240,Myke Henry,77250,MEM
241,Chris Bosh,25289390,MIA
242,Hassan Whiteside,23775506,MIA
243,Goran Dragic,17000450,MIA
244,James Johnson,13734000,MIA
245,Dion Waiters,12100000,MIA
246,Kelly Olynyk,12007169,MIA
247,Wayne Ellington,6270000,MIA
248,Tyler Johnson,5821260,MIA
249,Bam Adebayo,2490360,MIA
250,Udonis Haslem,2328652,MIA
251,Luke Babbitt,1974159,MIA
252,Josh Richardson,1471382,MIA
253,Jordan Mickey,1471382,MIA
254,Rodney McGruder,1312611,MIA
255,Giannis Antetokounmpo,22471911,MIL
256,Eric Bledsoe,14500000,MIL
257,Khris Middleton,14100000,MIL
258,John Henson,11422536,MIL
259,Mirza Teletovic,10500000,MIL
260,Tony Snell,9821429,MIL
261,Matthew Dellavedova,9607500,MIL
262,Jabari Parker,6782392,MIL
263,Sean Kilpatrick,4774445,MIL
264,Thon Maker,3086784,MIL
265,Shabazz Muhammad,1924755,MIL
266,DeAndre Liggins,1505942,MIL
267,Malcolm Brogdon,1312611,MIL
268,Sterling Brown,815615,MIL
269,Joel Bolomboy,708200,MIL
270,Brandon Jennings,380830,MIL
271,Gary Payton II,154500,MIL
272,Xavier Munford,77250,MIL
273,Marshall Plumlee,77250,MIL
274,Jeff Teague,19000000,MIN
275,Jimmy Butler,18696918,MIN
276,Gorgui Dieng,14112360,MIN
277,Taj Gibson,14000000,MIN
278,Nikola Pekovic,11600000,MIN
279,Andrew Wiggins,7574322,MIN
280,Cole Aldrich,7300000,MIN
281,Karl-Anthony Towns,6216840,MIN
282,Nemanja Bjelica,3950000,MIN
283,Derrick Rose,2533488,MIN
284,Justin Patton,2247480,MIN
285,Aaron Brooks,2116955,MIN
286,Shabazz Muhammad,1924755,MIN
287,Tyus Jones,1471382,MIN
288,Marcus Georges-Hunt,1312611,MIN
289,Anthony Brown,77250,MIN
290,Jrue Holiday,25686667,NOP
291,Anthony Davis,23775506,NOP
292,DeMarcus Cousins,18063850,NOP
293,Nikola Mirotic,12500000,NOP
294,Solomon Hill,12236535,NOP
295,E'Twaun Moore,8445024,NOP
296,Rajon Rondo,6300000,NOP
297,Dante Cunningham,2300000,NOP
298,Darius Miller,2100000,NOP
299,Jordan Crawford,1709538,NOP
300,Ian Clark,1577230,NOP
301,DeAndre Liggins,1505942,NOP
302,Tony Allen,1471382,NOP
303,Cheick Diallo,1312611,NOP
304,Emeka Okafor,813293,NOP
305,Larry Drew II,222474,NOP
306,Jalen Jones,77250,NOP
307,Charles Cooke,77250,NOP
308,Enes Kanter,17800000,NYK
309,Joakim Noah,17765000,NYK
310,Tim Hardaway Jr,16500000,NYK
311,Courtney Lee,11747890,NYK
312,Lance Thomas,6655325,NYK
313,Kristaps Porzingis,4503600,NYK
314,Ron Baker,4328000,NYK
315,Kyle O'Quinn,4087500,NYK
316,Frank Ntilikina,3501120,NYK
317,Emmanuel Mudiay,3381480,NYK
318,Doug McDermott,3294994,NYK
319,Mindaugas Kuzminskas,3028410,NYK
320,Jarrett Jack,2328652,NYK
321,Michael Beasley,2116955,NYK
322,Willy Hernangomez,1435750,NYK
323,Damyean Dotson,1100000,NYK
324,Trey Burke,784160,NYK
325,Luke Kornet,77250,NYK
326,Isaiah Hicks,77250,NYK
327,Russell Westbrook,28299399,OKC
328,Carmelo Anthony,26243760,OKC
329,Steven Adams,22471911,OKC
330,Paul George,19300000,OKC
331,Andre Roberson,9259260,OKC
332,Alex Abrines,5725000,OKC
333,Patrick Patterson,5192000,OKC
334,Raymond Felton,2328652,OKC
335,Nick Collison,2328652,OKC
336,Terrance Ferguson,1785000,OKC
337,Jerami Grant,1524305,OKC
338,Josh Huestis,1471382,OKC
339,Dakari Johnson,815615,OKC
340,Daniel Hamilton,77250,OKC
341,PJ Dozier,77250,OKC
342,Bismack Biyombo,17000000,ORL
343,Evan Fournier,17000000,ORL
344,Nikola Vucevic,12250000,ORL
345,Terrence Ross,10500000,ORL
346,DJ Augstin,7250000,ORL
347,jonathan Simmons,6300000,ORL
348,Shelvin Mack,6000000,ORL
349,Aaron Gordon,5504419,ORL
350,Arron Afflalo,5328652,ORL
351,Jonathan Isaac,4186320,ORL
352,Mario Hezonja,4078320,ORL
353,Elfrid Payton,3332340,ORL
354,Khem Birch,815615,ORL
355,Rodney Purvis,165887,ORL
356,Adreian Payne,77250,ORL
357,Jamel Artis,77250,ORL
358,JJ Redick,23000000,PHI
359,Robert Covington,16698103,PHI
360,Amir Johnson,11000000,PHI
361,Trevor Booker,9571137,PHI
362,Jerryd Bayless,9000000,PHI
363,Marco Belinelli,7082277,PHI
364,Markelle Fultz,7026240,PHI
365,Ersan Ilyasova,6514288,PHI
366,Joel Embiid,6100266,PHI
367,Jahlil Okafor,4995120,PHI
368,Justin Anderson,1579440,PHI
369,Richaun Holmes,1471382,PHI
370,Furkan Korkmaz,1465920,PHI
371,Demetrius Jackson,319266,PHI
372,Larry Drew II,222474,PHI
373,James Michael McAdoo,77250,PHI
374,Jacob Pullen,77250,PHI
375,Greg Monroe,21384175,PHX
376,Eric Bledsoe,14500000,PHX
377,Tyson Chandler,13000000,PHX
378,Jared Dudley,10000000,PHX
379,Josh Jackson,5090040,PHX
380,Dragan Bender,4468800,PHX
381,Alex Len,4187599,PHX
382,Troy Daniels,3408520,PHX
383,Elfrid Payton,3332340,PHX
384,Marquese Chriss,3073800,PHX
385,Devin Booker,2319360,PHX
386,Isaiah Canaan,1113863,PHX
387,Davon Reed,815615,PHX
388,Shaquille Harrison,230399,PHX
389,Josh Gray,92159,PHX
390,Alec Peters,77250,PHX
391,Damian Lillard,26153057,POR
392,CJ McCollum,23962573,POR
393,Evan Turner,17131148,POR
394,Moe Harkless,10600000,POR
395,Meyers Leonard,9904495,POR
396,Al-Farouq Aminu,7319035,POR
397,Ed Davis,6352531,POR
398,Zach Collins,3057240,POR
399,Jusuf Nurkic,2947304,POR
400,Georgios Papagiannis,2486757,POR
401,Shabazz Napier,2361359,POR
402,Pat Connaughton,1471382,POR
403,Jake Layman,1312611,POR
404,Zach Randolph,12307692,SAC
405,Iman Shumpert,10337079,SAC
406,Joe Johnson,10254904,SAC
407,Bogdan Bogdanovic,9470614,SAC
408,Kosta Koufos,8393000,SAC
409,Vince Carter,8000000,SAC
410,De'Aaron Fox,4609200,SAC
411,Willie Cauley-Stein,3704160,SAC
412,Buddy Hield,3675480,SAC
413,Georgios Papagiannis,2486757,SAC
414,Bruno Caboclo,2451224,SAC
415,Justin Jackson,2365560,SAC
416,Malachi Richardson,1504560,SAC
417,Skal Labissiere,1312611,SAC
418,Nigel Hayes,193532,SAC
419,Jack Cooley,77250,SAC
420,LaMarcus Aldridge,21461010,SAS
421,Kawhi Leonard,18868625,SAS
422,Pau Gasol,16000000,SAS
423,Tony Parker,15453126,SAS
424,Patrick Mills,10700000,SAS
425,Danny Green,10000000,SAS
426,Rudy Gay,8406000,SAS
427,Manu Ginobili,2500000,SAS
428,Kyle Anderson,2151704,SAS
429,Joffrey Lauvergne,1524305,SAS
430,Dejounte Murray,1312611,SAS
431,Bryn Forbes,1312611,SAS
432,Davis Bertans,1312611,SAS
433,Brandon Paul,815615,SAS
434,Darrun Hilliard,77250,SAS
435,Matt Costello,77250,SAS
436,Kyle Lowry,28903704,TOR
437,DeMar DeRozan,27739975,TOR
438,Serge Ibaka,20061729,TOR
439,Jonas Valanciunas,15460675,TOR
440,CJ Miles,7936509,TOR
441,Lucas Nogueira,2947304,TOR
442,Jakob Poeltl,2825640,TOR
443,Bruno Caboclo,2451224,TOR
444,Malachi Richardson,1504560,TOR
445,Norman Powell,1471382,TOR
446,Alfonzo McKinnie,815615,TOR
447,Nigel Hayes,193532,TOR
448,Malcolm Miller,77250,TOR
449,Lorenzo Brown,77250,TOR
450,Rudy Gobert,21224719,UTA
451,Ricky Rubio,14100000,UTA
452,Joe Ingles,13636364,UTA
453,Derrick Favors,12000000,UTA
454,Alec Burks,10845506,UTA
455,Joe Johnson,10254904,UTA
456,Jae Crowder,6796117,UTA
457,Dante Exum,4992385,UTA
458,Jonas Jerebko,4000000,UTA
459,Donovan Mitchell,2621280,UTA
460,Rodney Hood,2386864,UTA
461,Raul Neto,1471382,UTA
462,Tony Bradley,1414920,UTA
463,Royce O'Neale,815615,UTA
464,Georges Niang,177250,UTA
465,Erik McCree,77250,UTA
466,Otto Porter,24700000,WAS
467,Bradley Beal,23775506,WAS
468,John Wall,18063850,WAS
469,Ian Mahinmi,16000000,WAS
470,Marcin Gortat,12782609,WAS
471,Markieff Morris,8000000,WAS
472,Jason Smith,5225000,WAS
473,Jodie Meeks,3290000,WAS
474,Ramon Sessions,2986463,WAS
475,Tim Frazier,2000000,WAS
476,Kelly Oubre,2000000,WAS
477,Chris McCullough,1471382,WAS
478,Devin Robinson,77250,WAS
