,name,sal,team
185,Steve Nash,8900000,LAL
186,Steve Blake,4000000,LAL
187,Chris Duhon,3680000,LAL
188,Jordan Hill,3500000,LAL
189,Jodie Meeks,1400000,LAL
190,Antawn Jamison,1352181,LAL
191,Earl Clark,1240000,LAL
192,Devin Ebanks,1040000,LAL
193,Darius Morris,937195,LAL
194,Robert Sacre,473604,LAL
195,Darius Johnson-Odom,195013,LAL
196,Andrew Goudelock,44835,LAL
197,Zach Randolph,16500000,MEM
198,Marc Gasol,13891359,MEM
199,Mike Conley,7180000,MEM
200,Tayshaun Prince,6764045,MEM
201,Tony Allen,3300000,MEM
202,Jerryd Bayless,3100000,MEM
203,Darrell Arthur,3006217,MEM
204,Austin Daye,2958444,MEM
205,Ed Davis,2207040,MEM
206,Wayne Ellington,2083042,MEM
207,Keyon Dooling,1471491,MEM
208,Hamed Haddadi,1300000,MEM
209,Quincy Pondexter,1234320,MEM
210,Dexter Pittman,854389,MEM
211,Jon Leuer,762195,MEM
212,LeBron James,17545000,MIA
213,Chris Bosh,17545000,MIA
214,Dwyane Wade,17024000,MIA
215,Rashard Lewis,15052181,MIA
216,Mike Miller,5800000,MIA
217,Udonis Haslem,4060000,MIA
218,Mario Chalmers,4000000,MIA
219,Joel Anthony,3750000,MIA
220,Shane Battier,3135000,MIA
221,Ray Allen,3090000,MIA
222,Norris Cole,1113600,MIA
223,Dexter Pittman,854389,MIA
224,Juwan Howard,373838,MIA
225,Josh Harrellson,358680,MIA
226,Terrel Harris,304878,MIA
227,Monta Ellis,11000000,MIL
228,Ersan Ilyasova,7900000,MIL
229,Samuel Dalembert,6700000,MIL
230,Drew Gooden,6680000,MIL
231,JJ Redick,6000000,MIL
232,Luc Mbah a Moute,4794192,MIL
233,Mike Dunleavy,3750000,MIL
234,Brandon Jennings,3179493,MIL
235,John Henson,1823280,MIL
236,Tobias Harris,1524480,MIL
237,Gustavo Ayon,1500000,MIL
238,Joel Przybilla,1352181,MIL
239,Marquis Daniels,1229255,MIL
240,Doron Lamb,650000,MIL
241,Kevin Love,13668750,MIN
242,Andrei Kirilenko,9779349,MIN
243,Darko Milicic,6457255,MIN
244,Nikola Pekovic,4640000,MIN
245,Luke Ridnour,4000000,MIN
246,Ricky Rubio,3741120,MIN
247,Dante Cunningham,2090000,MIN
248,Lazar Hayward,1209260,MIN
249,Josh Howard,1113560,MIN
250,Chase Budinger,942293,MIN
251,Will Conroy,854389,MIN
252,Malcolm Lee,762195,MIN
253,Chris Johnson,508586,MIN
254,Mickael Gelabale,452323,MIN
255,Tyson Chandler,13604188,NYK
256,Marcus Camby,4590338,NYK
257,Steve Novak,4054055,NYK
258,Raymond Felton,4000000,NYK
259,Jason Kidd,3090000,NYK
260,Quentin Richardson,2706940,NYK
261,Ronnie Brewer,1069509,NYK
262,Chris Copeland,473604,NYK
263,Pablo Prigioni,473604,NYK
264,Kenyon Martin,429516,NYK
265,Earl Barron,339726,NYK
266,Solomon Jones,62912,NYK
267,Kevin Durant,17548838,OKC
268,Russell Westbrook,13668750,OKC
269,Kevin Martin,12939675,OKC
270,Kendrick Perkins,7800531,OKC
271,Thabo Sefolosha,3600000,OKC
272,Nick Collison,2929332,OKC
273,Eric Maynor,2338720,OKC
274,Serge Ibaka,2253061,OKC
275,Jeremy Lamb,2020200,OKC
276,Derek Fisher,1519214,OKC
277,Reggie Jackson,1243080,OKC
278,Ronnie Brewer,1069509,OKC
279,DeAndre Liggins,762195,OKC
280,Daniel Orton,762195,OKC
281,Gilbert Arenas,20807922,ORL
282,Hidayet Turkoglu,11500000,ORL
283,Jameer Nelson,8600000,ORL
284,Arron Afflalo,7562500,ORL
285,Al Harrington,6687400,ORL
286,Glen Davis,6400000,ORL
287,JJ Redick,6000000,ORL
288,Josh McRoberts,3135000,ORL
289,Tobias Harris,1524480,ORL
290,Gustavo Ayon,1500000,ORL
291,Andrew Nicholson,1418160,ORL
292,Kyle O'Quinn,788872,ORL
293,E'Twaun Moore,762195,ORL
294,Doron Lamb,650000,ORL
295,DeQuan Jones,473604,ORL
296,Gilbert Arenas,20807922,ORL
297,Hidayet Turkoglu,11500000,ORL
298,Jameer Nelson,8600000,ORL
299,Arron Afflalo,7562500,ORL
300,Al Harrington,6687400,ORL
301,Glen Davis,6400000,ORL
302,JJ Redick,6000000,ORL
303,Josh McRoberts,3135000,ORL
304,Tobias Harris,1524480,ORL
305,Gustavo Ayon,1500000,ORL
306,Andrew Nicholson,1418160,ORL
307,Kyle O'Quinn,788872,ORL
308,E'Twaun Moore,762195,ORL
309,Doron Lamb,650000,ORL
310,DeQuan Jones,473604,ORL
311,Elton Brand,18160354,PHI
312,Andrew Bynum,16473002,PHI
313,Thaddeus Young,8039130,PHI
314,Spencer Hawes,6500000,PHI
315,Jason Richardson,5799625,PHI
316,Lavoy Allen,3000000,PHI
317,Kwame Brown,3000000,PHI
318,Jrue Holiday,2674851,PHI
319,Jeremy Pargo,1313845,PHI
320,Royal Ivey,1223166,PHI
321,Arnett Moultrie,1042320,PHI
322,Charles Jenkins,762195,PHI
323,Shelvin Mack,761800,PHI
324,Justin Holiday,76220,PHI
325,Goran Dragic,7500000,PHX
326,Marcin Gortat,7258960,PHX
327,Josh Childress,6890056,PHX
328,Channing Frye,6000000,PHX
329,Michael Beasley,5750000,PHX
330,Luis Scola,4500000,PHX
331,Wesley Johnson,4285560,PHX
332,Jared Dudley,4250000,PHX
333,Shannon Brown,3500000,PHX
334,Markieff Morris,2063040,PHX
335,Kendall Marshall,1919160,PHX
336,Jermaine O'Neal,1352181,PHX
337,Hamed Haddadi,1300000,PHX
338,Diante Garrett,473604,PHX
339,Brandon Roy,21459805,POR
340,LaMarcus Aldridge,13000000,POR
341,Nicolas Batum,11950000,POR
342,Wesley Matthews,6505320,POR
343,JJ Hickson,4000000,POR
344,Damian Lillard,3065040,POR
345,Joel Freeland,2900000,POR
346,Eric Maynor,2338720,POR
347,Meyers Leonard,2126520,POR
348,Luke Babbitt,1892280,POR
349,Jared Jeffries,1475106,POR
350,Victor Claver,1254720,POR
351,Ronnie Price,1146337,POR
352,Will Barton,550000,POR
353,John Salmons,8080000,SAC
354,Marcus Thornton,7632500,SAC
355,Aaron Brooks,5750000,SAC
356,Chuck Hayes,5486250,SAC
357,Tyreke Evans,5251824,SAC
358,Jason Thompson,5250000,SAC
359,DeMarcus Cousins,3880800,SAC
360,Thomas Robinson,3374640,SAC
361,James Johnson,2812006,SAC
362,Cole Aldrich,2445480,SAC
363,Jimmer Fredette,2406240,SAC
364,Patrick Patterson,2096760,SAC
365,Toney Douglas,2067880,SAC
366,Tyler Honeycutt,850000,SAC
367,Manu Ginobili,14107492,SAS
368,Tony Parker,12500000,SAS
369,Stephen Jackson,10060000,SAS
370,Tim Duncan,9638554,SAS
371,Boris Diaw,4500000,SAS
372,Matt Bonner,3630000,SAS
373,Danny Green,3500000,SAS
374,Kawhi Leonard,1861920,SAS
375,Nando De Colo,1400000,SAS
376,Cory Joseph,1105560,SAS
377,DeJuan Blair,1054000,SAS
378,Gary Neal,972000,SAS
379,James Anderson,902002,SAS
380,Aron Baynes,239588,SAS
381,Rudy Gay,16460532,TOR
382,Andrea Bargnani,10000000,TOR
383,Amir Johnson,6000000,TOR
384,Kyle Lowry,5750000,TOR
385,Landry Fields,5000000,TOR
386,Linas Kleiza,4600000,TOR
387,DeMar DeRozan,3344250,TOR
388,Terrence Ross,2563320,TOR
389,Ed Davis,2207040,TOR
390,Dominic McGuire,1195578,TOR
391,Mickael Pietrus,1005096,TOR
392,Alan Anderson,885120,TOR
393,Quincy Acy,665000,TOR
394,Al Jefferson,15000000,UTA
395,Maurice Williams,8500000,UTA
396,Marvin Williams,8287500,UTA
397,Paul Millsap,7200000,UTA
398,Derrick Favors,4753320,UTA
399,Gordon Hayward,2709720,UTA
400,Randy Foye,2500000,UTA
401,Alec Burks,2171640,UTA
402,Jeremy Evans,1795000,UTA
403,DeMarre Carroll,885120,UTA
404,Kevin Murphy,473604,UTA
405,Emeka Okafor,13543250,WAS
406,Nene,13000000,WAS
407,Trevor Ariza,7258960,WAS
408,Bradley Beal,4133280,WAS
409,Shaun Livingston,2038446,WAS
410,Trevor Booker,1385280,WAS
411,Jason Collins,1352181,WAS
412,Jordan Crawford,1198680,WAS
413,Cartier Martin,915852,WAS
414,AJ Price,885120,WAS
415,Shelvin Mack,761800,WAS
416,Jannero Pargo,696446,WAS
417,Earl Barron,339726,WAS
