,name,sal,team
72,Troy Brown Jr.,3372840,CHI
73,Ryan Arcidiacono,3000000,CHI
74,Chandler Hutchison,2443440,CHI
75,Luke Kornet,2250000,CHI
76,Javonte Green,1517981,CHI
77,Daniel Gafford,1517981,CHI
78,Devon Dotson,449115,CHI
79,Adam Mokoka,449115,CHI
80,Kevin Love,31258256,CLE
81,Andre Drummond,28751774,CLE
82,Taurean Prince,12250000,CLE
83,Larry Nance,11700000,CLE
84,Dante Exum,9600000,CLE
85,Cedi Osman,8840580,CLE
86,Darius Garland,6720720,CLE
87,Isaac Okoro,6400920,CLE
88,JaVale McGee,4200000,CLE
89,Jarrett Allen,3909902,CLE
90,Mfiondu Kabengele,2432353,CLE
91,Matthew Dellavedova,2174318,CLE
92,Damyean Dotson,2000000,CLE
93,Quinn Cook,1981649,CLE
94,Thon Maker,1737145,CLE
95,Isaiah Hartenstein,1620564,CLE
96,Marques Bolden,449115,CLE
97,Yogi Ferrell,444149,CLE
98,Jeremiah Martin,58452,CLE
99,Kristaps Porzingis,29467800,DAL
100,James Johnson,16047100,DAL
101,JJ Redick,13013700,DAL
102,Dwight Powell,11080125,DAL
103,Josh Richardson,10865952,DAL
104,Maxi Kleber,8475000,DAL
105,Luka Doncic,8049360,DAL
106,Willie Cauley-Stein,4100000,DAL
107,Dorian Finney-Smith,4000000,DAL
108,Nicolo Melli,3897436,DAL
109,Boban Marjanovic,3500000,DAL
110,Trey Burke,3000000,DAL
111,Josh Green,2816760,DAL
112,Jalen Brunson,1663861,DAL
113,Tyler Bey,449115,DAL
114,Nate Hinton,449115,DAL
115,Nikola Jokic,29542010,DEN
116,Jamal Murray,27285000,DEN
117,Aaron Gordon,18136364,DEN
118,Will Barton,13723214,DEN
119,Paul Millsap,10100000,DEN
120,JaMychal Green,7199760,DEN
121,JaVale McGee,4200000,DEN
122,Austin Rivers,3929049,DEN
123,Michael Porter Jr.,3550800,DEN
124,Facundo Campazzo,3200000,DEN
125,Zeke Nnaji,2379840,DEN
126,Bol Bol,2058240,DEN
127,Gary Clark,2018458,DEN
128,PJ Dozier,1762796,DEN
129,Monte Morris,1723707,DEN
130,Isaiah Hartenstein,1620564,DEN
131,Vlatko Cancar,1517981,DEN
132,Shaquille Harrison,915048,DEN
133,Markus Howard,535294,DEN
134,Blake Griffin,33900241,DET
135,Jerami Grant,19050000,DET
136,Cory Joseph,12600000,DET
137,Mason Plumlee,8000000,DET
138,Derrick Rose,7682926,DET
139,Killian Hayes,5307120,DET
140,Rodney McGruder,5192307,DET
141,Josh Jackson,4767000,DET
142,Wayne Ellington,3564753,DET
143,Sekou Doumbouya,3449400,DET
144,Saddiq Bey,2689920,DET
145,Jahlil Okafor,1882867,DET
146,Hamidou Diallo,1663861,DET
147,Frank Jackson,699115,DET
148,Tyler Cook,693141,DET
149,Saben Lee,516836,DET
150,Stephen Curry,43006362,GSW
151,Klay Thompson,35361360,GSW
152,Andrew Wiggins,29542010,GSW
153,Draymond Green,22246956,GSW
154,Kelly Oubre,14400000,GSW
155,James Wiseman,8730240,GSW
156,Kent Bazemore,2320044,GSW
157,Jordan Poole,2063280,GSW
158,Marquese Chriss,1824003,GSW
159,Damion Lee,1762796,GSW
160,Eric Paschall,1517981,GSW
161,Mychal Mulder,1517981,GSW
162,Jordan Bell,592368,GSW
163,Nico Mannion,449115,GSW
164,Gary Payton II,249864,GSW
165,John Wall,41254920,HOU
166,Eric Gordon,16869267,HOU
167,Christian Wood,13015874,HOU
168,Kelly Olynyk,12819650,HOU
169,Avery Bradley,5635000,HOU
170,DeMarcus Cousins,3051832,HOU
171,Ben McLemore,2893630,HOU
172,Bruno Caboclo,2028594,HOU
173,David Nwaba,1824003,HOU
174,Rodions Kurucs,1780152,HOU
175,Sterling Brown,1678854,HOU
176,DaQuan Jeffries,1445697,HOU
177,Mason Jones,424544,HOU
178,Justin Patton,267623,HOU
179,Anthony Lamb,215330,HOU
180,Armoni Brooks,135362,HOU
181,Cameron Oliver,43070,HOU
182,Cam Reynolds,33299,HOU
183,Malcolm Brogdon,20700000,IND
184,Domantas Sabonis,19800000,IND
185,Myles Turner,18000000,IND
186,Caris LeVert,16203704,IND
187,Jeremy Lamb,10500000,IND
188,Doug McDermott,7333333,IND
189,Justin Holiday,5720400,IND
190,Goga Bitadze,2957520,IND
191,Aaron Holiday,2345640,IND
192,Jalen Lecque,1517981,IND
193,Kelan Martin,1445697,IND
194,Oshae Brissett,1255493,IND
195,Amida Brimah,123056,IND
196,Paul George,35450412,LAC
197,Kawhi Leonard,34379100,LAC
198,Marcus Morris,14800000,LAC
199,Patrick Beverley,13333333,LAC
200,Serge Ibaka,9258000,LAC
201,Rajon Rondo,7500000,LAC
202,Luke Kennard,5273826,LAC
203,Patrick Patterson,3814771,LAC
204,DeMarcus Cousins,3051832,LAC
205,Mfiondu Kabengele,2432353,LAC
206,Reggie Jackson,2331593,LAC
207,Terance Mann,1517981,LAC
208,Daniel Oturu,898310,LAC
209,Amir Coffey,578842,LAC
210,Yogi Ferrell,444149,LAC
211,Malik Fitts,61528,LAC
212,LeBron James,39219566,LAL
213,Anthony Davis,32742000,LAL
214,Dennis Schroeder,15500000,LAL
215,Kentavious Caldwell-Pope,12073020,LAL
216,Montrezl Harrell,9258000,LAL
217,Luol Deng,5000000,LAL
218,Wesley Matthews,3623000,LAL
219,Kyle Kuzma,3562178,LAL
220,Ben McLemore,2893630,LAL
221,Alex Caruso,2750000,LAL
222,Marc Gasol,2564753,LAL
223,Jared Dudley,2564753,LAL
224,Markieff Morris,2331593,LAL
225,Quinn Cook,1981649,LAL
226,Alfonzo McKinnie,1762796,LAL
227,Talen Horton-Tucker,1517981,LAL
228,Damian Jones,1487284,LAL
229,Kostas Antetokounmpo,449115,LAL
230,Devontae Cacok,449115,LAL
231,Gorgui Dieng,17587688,MEM
232,Jonas Valanciunas,15000000,MEM
233,Justise Winslow,13000000,MEM
234,Dion Waiters,12650000,MEM
235,Dillon Brooks,11400000,MEM
236,De'Anthony Melton,9571712,MEM
237,Kyle Anderson,9505100,MEM
238,Ja Morant,9166800,MEM
239,Tyus Jones,8817143,MEM
240,Brandon Clarke,2602920,MEM
241,Grayson Allen,2545320,MEM
242,John Konchar,2100000,MEM
243,Desmond Bane,1936440,MEM
244,Jontay Porter,1900000,MEM
245,Tim Frazier,597463,MEM
246,Sean McDermott,449115,MEM
247,Jimmy Butler,34379100,MIA
248,Victor Oladipo,21000000,MIA
249,Goran Dragic,18000000,MIA
250,Andre Iguodala,15000000,MIA
251,Kelly Olynyk,12819650,MIA
252,Trevor Ariza,12800000,MIA
253,Meyers Leonard,9400000,MIA
254,Nemanja Bjelica,7150000,MIA
255,Avery Bradley,5635000,MIA
256,Bam Adebayo,5115492,MIA
257,Tyler Herro,3822240,MIA
258,Dewayne Dedmon,3447478,MIA
259,Precious Achiuwa,2582160,MIA
260,Udonis Haslem,2564753,MIA
261,Duncan Robinson,1663861,MIA
262,Kendrick Nunn,1663861,MIA
263,KZ Okpala,1517981,MIA
264,Khris Middleton,33051724,MIL
265,Giannis Antetokounmpo,27528088,MIL
266,Jrue Holiday,27026011,MIL
267,Brook Lopez,12697675,MIL
268,PJ Tucker,8000000,MIL
269,Pat Connaughton,4938273,MIL
270,Bobby Portis,3623000,MIL
271,Donte DiVincenzo,3044160,MIL
272,Bryn Forbes,2337145,MIL
273,Rodions Kurucs,1780152,MIL
274,Thanasis Antetokounmpo,1701593,MIL
275,Torrey Craig,1678854,MIL
276,Jordan Nwora,898310,MIL
277,Sam Merrill,898310,MIL
278,Mamadi Diakite,529341,MIL
279,Jaylen Adams,449115,MIL
280,Elijah Bryant,24611,MIL
281,Karl-Anthony Towns,29467800,MIN
282,D'Angelo Russell,28649250,MIN
283,Ricky Rubio,17000000,MIN
284,Malik Beasley,13425895,MIN
285,Anthony Edwards,9757440,MIN
286,Jarrett Culver,6104280,MIN
287,Juan Hernangomez,6001000,MIN
288,Ed Davis,5005350,MIN
289,Jake Layman,3761085,MIN
290,Josh Okogie,2651040,MIN
291,Jaden McDaniels,1964760,MIN
292,Naz Reid,1517981,MIN
293,Jaylen Nowell,1517981,MIN
294,Jordan McLaughlin,503760,MIN
295,Ashton Hagans,166111,MIN
296,Steven Adams,29592695,NOP
297,Brandon Ingram,27285000,NOP
298,Eric Bledsoe,16875000,NOP
299,James Johnson,16047100,NOP
300,Lonzo Ball,11003782,NOP
301,Zion Williamson,10245480,NOP
302,Jaxson Hayes,5105160,NOP
303,Nicolo Melli,3897436,NOP
304,Kira Lewis Jr.,3640200,NOP
305,Josh Hart,3491159,NOP
306,Nickeil Alexander-Walker,3113160,NOP
307,Willy Hernangomez,1737145,NOP
308,Wenyen Gabriel,1620564,NOP
309,Naji Marshall,538391,NOP
310,Will Magnay,341481,NOP
311,Didi Louzada,123056,NOP
312,James Nunnally,107674,NOP
313,Julius Randle,19845000,NYK
314,RJ Barrett,8231760,NYK
315,Derrick Rose,7682926,NYK
316,Joakim Noah,6431666,NYK
317,Frank Ntilikina,6176578,NYK
318,Alec Burks,6000000,NYK
319,Nerlens Noel,5000000,NYK
320,Elfrid Payton,4767000,NYK
321,Kevin Knox II,4588680,NYK
322,Reggie Bullock,4200000,NYK
323,Austin Rivers,3929049,NYK
324,Taj Gibson,3283684,NYK
325,Immanuel Quickley,2105520,NYK
326,Ignas Brazdeikis,1686315,NYK
327,Mitchell Robinson,1663861,NYK
328,Norvel Pelle,1014905,NYK
329,Theo Pinson,802182,NYK
330,Jared Harper,520487,NYK
331,Al Horford,27500000,OKC
332,Myers leonard,9401000,OKC
333,Darius Miller,7000000,OKC
334,Justin Jackson,5109637,OKC
335,Shai Gilgeous-Alexander,4141320,OKC
336,Gabriel Deck,3870370,OKC
337,Tony Bradley,3542060,OKC
338,Aleksej Pokusevski,2964840,OKC
339,Darius Bazley,2399160,OKC
340,Ty Jerome,2303040,OKC
341,Mike Muscala,2283034,OKC
342,Theo Maledon,2000000,OKC
343,Hamidou Diallo,1663861,OKC
344,Luguentz Dort,1517981,OKC
345,Isaiah Roby,1517981,OKC
346,Moses Brown,1250000,OKC
347,Josh Hall,449115,OKC
348,Justin Robinson,198040,OKC
349,Jaylen Hoard,129209,OKC
350,Otto Porter,28700000,ORL
351,Gary Harris,19610714,ORL
352,Terrence Ross,13500000,ORL
353,Markelle Fultz,12288697,ORL
354,Al-Farouq Aminu,9720900,ORL
355,Jonathan Isaac,7362565,ORL
356,Mo Bamba,5969040,ORL
357,Wendell Carter Jr.,5448840,ORL
358,Michael Carter-Williams,3300000,ORL
359,Cole Anthony,3285120,ORL
360,Chuma Okeke,3121080,ORL
361,Khem Birch,3011499,ORL
362,Gary Clark,2018458,ORL
363,Ignas Brazdeikis,1686315,ORL
364,Dwayne Bacon,1678854,ORL
365,Donta Hall,376276,ORL
366,Karim Mane,344557,ORL
367,Chasson Randle,279927,ORL
368,Jordan Bone,135350,ORL
369,Tobias Harris,34358850,PHI
370,Ben Simmons,30559200,PHI
371,Joel Embiid,29542010,PHI
372,Danny Green,15365853,PHI
373,George Hill,9590602,PHI
374,Seth Curry,7834449,PHI
375,Terrance Ferguson,3944013,PHI
376,Tony Bradley,3542060,PHI
377,Vincent Poirier,2619207,PHI
378,Dwight Howard,2564753,PHI
379,Tyrese Maxey,2478840,PHI
380,Gary Clark,2018458,PHI
381,Furkan Korkmaz,1762796,PHI
382,Shake Milton,1701593,PHI
383,Ignas Brazdeikis,1686315,PHI
384,Isaiah Joe,898310,PHI
385,Paul Reed,609128,PHI
386,Mason Jones,424544,PHI
387,Dakota Mathias,86132,PHI
388,Chris Paul,41358814,PHX
389,Devin Booker,29467800,PHX
390,Deandre Ayton,10018200,PHX
391,Jae Crowder,9258000,PHX
392,Dario Saric,9250000,PHX
393,Mikal Bridges,4359000,PHX
394,Cameron Johnson,4235160,PHX
395,Jevon Carter,3925000,PHX
396,E'Twaun Moore,2331593,PHX
397,Langston Galloway,2028594,PHX
398,Cameron Payne,1977011,PHX
399,Abdel Nader,1752950,PHX
400,Frank Kaminsky,1737145,PHX
401,Torrey Craig,1678854,PHX
402,Damian Jones,1487284,PHX
403,Ty-Shon Alexander,449115,PHX
404,Damian Lillard,31626953,POR
405,CJ McCollum,29354152,POR
406,Jusuf Nurkic,12888889,POR
407,Robert Covington,12138345,POR
408,Norman Powell,10865952,POR
409,Derrick Jones Jr,9001000,POR
410,Zach Collins,5406255,POR
411,Enes Kanter,5401000,POR
412,Carmelo Anthony,2564753,POR
413,Nassir Little,2210640,POR
414,CJ Elleby,898310,POR
415,Rondae Hollis-Jefferson,502957,POR
416,Keljin Blevins,449115,POR
417,Buddy Hield,24931817,SAC
418,Harrison Barnes,22215909,SAC
419,Delon Wright,9000000,SAC
420,Marvin Bagley III,8963640,SAC
421,De'Aaron Fox,8099627,SAC
422,Nemanja Bjelica,7150000,SAC
423,Jabari Parker,6930729,SAC
424,Richaun Holmes,5005350,SAC
425,Tyrese Haliburton,3831840,SAC
426,Terence Davis,1517981,SAC
427,Justin James,1517981,SAC
428,Damian Jones,1487284,SAC
429,DaQuan Jeffries,1445697,SAC
430,Glenn Robinson III,1165322,SAC
431,Norvel Pelle,1014905,SAC
432,Jahmi'us Ramsey,1000000,SAC
433,Chimezie Metu,910895,SAC
434,Kyle Guy,537888,SAC
435,Louis King,49222,SAC
436,DeMar DeRozan,27739975,SAS
437,LaMarcus Aldridge,17628340,SAS
438,Rudy Gay,14500000,SAS
439,Dejounte Murray,14286000,SAS
440,Patrick Mills,13001000,SAS
441,Jakob Poeltl,8101852,SAS
442,Trey Lyles,5500000,SAS
443,Luka Samanic,2824320,SAS
444,Keldon Johnson,2048040,SAS
445,Drew Eubanks,1620564,SAS
446,Tre Jones,898310,SAS
447,Keita Bates-Diop,449115,SAS
448,Cam Reynolds,33299,SAS
449,Pascal Siakam,30559200,TOR
450,Kyle Lowry,30500000,TOR
451,Fred VanVleet,21250000,TOR
452,Rodney Hood,10047450,TOR
453,Aron Baynes,7000000,TOR
454,Chris Boucher,6500000,TOR
455,Patrick McCaw,4000000,TOR
456,Alex Len,3970648,TOR
457,Stanley Johnson,3804150,TOR
458,Khem Birch,3011499,TOR
459,Malachi Flynn,1950600,TOR
460,Terence Davis,1517981,TOR
461,Jalen Harris,449115,TOR
462,Freddie Gillespie,363015,TOR
463,Henry Ellenson,168983,TOR
464,Mike Conley,34502132,UTA
465,Rudy Gobert,27525281,UTA
466,Bojan Bogdanovic,17850000,UTA
467,Jordan Clarkson,11500000,UTA
468,Joe Ingles,10363637,UTA
469,Derrick Favors,9258000,UTA
470,Royce O'Neale,8500000,UTA
471,Donovan Mitchell,5195501,UTA
472,Udoka Azubuike,1977000,UTA
473,Georges Niang,1783557,UTA
474,Miye Oni,1517981,UTA
475,Juwan Morgan,1517981,UTA
476,Ersan Ilyasova,1194542,UTA
477,Shaquille Harrison,915048,UTA
478,Elijah Hughes,898310,UTA
479,Jarrell Brantley,510586,UTA
480,Trent Forrest,470690,UTA
481,Russell Westbrook,41358814,WAS
482,Bradley Beal,28751774,WAS
483,Davis Bertans,15000000,WAS
484,Thomas Bryant,8333333,WAS
485,Robin Lopez,7300000,WAS
486,Rui Hachimura,4692840,WAS
487,Deni Avdija,4469160,WAS
488,Alex Len,3970648,WAS
489,Jerome Robinson,3737520,WAS
490,Troy Brown Jr.,3372840,WAS
491,Chandler Hutchison,2443440,WAS
492,Raul Neto,1882867,WAS
493,Isaac Bonga,1663861,WAS
494,Daniel Gafford,1517981,WAS
495,Anthony Gill,898310,WAS
496,Garrison Mathews,688052,WAS
497,Jordan Bell,592368,WAS
498,Anzejs Pasecniks,374297,WAS
