,name,sal,team
54,Jorge Gutierrez,300899,CHA
55,Derrick Rose,20093064,CHI
56,Jimmy Butler,16407500,CHI
57,Joakim Noah,13400000,CHI
58,Taj Gibson,8500000,CHI
59,Pau Gasol,7448760,CHI
60,Nikola Mirotic,5543725,CHI
61,Mike Dunleavy,4837500,CHI
62,Kirk Hinrich,2870000,CHI
63,Doug McDermott,2380440,CHI
64,Aaron Brooks,2250000,CHI
65,Bobby Portis,1344120,CHI
66,E'Twaun Moore,1015421,CHI
67,Justin Holiday,947276,CHI
68,Cameron Bairstow,845059,CHI
69,Cristiano Felicio,525093,CHI
70,LeBron James,22970500,CLE
71,Kevin Love,19689000,CLE
72,Kyrie Irving,16407500,CLE
73,Tristan Thompson,14260000,CLE
74,Iman Shumpert,8988765,CLE
75,Channing Frye,8193029,CLE
76,Timofey Mozgov,4950000,CLE
77,James Jones,1499187,CLE
78,Richard Jefferson,1499187,CLE
79,Matthew Dellavedova,1347276,CLE
80,Sasha Kaun,1276000,CLE
81,Jared Cunningham,1039074,CLE
82,Joe Harris,845059,CLE
83,Jordan McRae,172971,CLE
84,Wesley Matthews,16407500,DAL
85,Chandler Parsons,15361500,DAL
86,Dirk Nowitzki,8333333,DAL
87,Zaza Pachulia,5200000,DAL
88,Raymond Felton,4540000,DAL
89,Devin Harris,4053446,DAL
90,Justin Anderson,1449000,DAL
91,Jeremy Evans,1185784,DAL
92,John Jenkins,981349,DAL
93,Dwight Powell,845059,DAL
94,Salah Mejri,525093,DAL
95,Danilo Gallinari,14000000,DEN
96,Kenneth Faried,11235955,DEN
97,Wilson Chandler,10449438,DEN
98,JJ Hickson,5583413,DEN
99,Jameer Nelson,4345000,DEN
100,Will Barton,3533333,DEN
101,Randy Foye,3135000,DEN
102,Emmanuel Mudiay,3102240,DEN
103,Darrell Arthur,2814000,DEN
104,Jusuf Nurkic,1842000,DEN
105,Joffrey Lauvergne,1709719,DEN
106,Gary Harris,1587480,DEN
107,Nikola Jokic,1300000,DEN
108,Kostas Papanikolaou,800320,DEN
109,Sean Kilpatrick,320594,DEN
110,Erick Green,199418,DEN
111,Tobias Harris,16000000,DET
112,Reggie Jackson,13913044,DET
113,Ersan Ilyasova,7900000,DET
114,Josh Smith,6830916,DET
115,Aron Baynes,6500000,DET
116,Jodie Meeks,6270000,DET
117,Marcus Morris,5000000,DET
118,Andre Drummond,3272090,DET
119,Kentavious Caldwell-Pope,2891760,DET
120,Stanley Johnson,2841960,DET
121,Joel Anthony,2500000,DET
122,Steve Blake,2100000,DET
123,Reggie Bullock,1252400,DET
124,Spencer Dinwiddie,845059,DET
125,Darrun Hilliard,600000,DET
126,Justin Harper,99418,DET
127,Draymond Green,14260870,GSW
128,Andrew Bogut,12000000,GSW
129,Andre Iguodala,11710456,GSW
130,Stephen Curry,11370786,GSW
131,Josh Smith,6830916,GSW
132,Jason Thompson,6752729,GSW
133,Shaun Livingston,5543725,GSW
134,Harrison Barnes,3873398,GSW
135,Leandro Barbosa,2500000,GSW
136,Festus Ezeli,2008748,GSW
137,Brandon Rush,1270964,GSW
138,Kevon Looney,1131960,GSW
139,Ian Clark,947276,GSW
140,James Michael McAdoo,845059,GSW
141,Dwight Howard,22359364,HOU
142,James Harden,15719062,HOU
143,Ty Lawson,12444552,HOU
144,Corey Brewer,8229375,HOU
145,Trevor Ariza,8200000,HOU
146,Patrick Beverley,6486486,HOU
147,KJ McDaniels,3189794,HOU
148,Terrence Jones,2489529,HOU
149,Sam Dekker,1646400,HOU
150,Clint Capela,1242720,HOU
151,Montrezl Harrell,1000000,HOU
152,Michael Beasley,306526,HOU
153,Andrew Goudelock,200600,HOU
154,Chuck Hayes,70549,HOU
155,Paul George,16900000,IND
156,Monta Ellis,10300000,IND
157,George Hill,8000000,IND
158,Chase Budinger,5258082,IND
159,CJ Miles,4394225,IND
160,Ian Mahinmi,4000000,IND
161,Jordan Hill,4000000,IND
162,Lavoy Allen,3550000,IND
163,Solomon Hill,1358880,IND
164,Glenn Robinson III,1100000,IND
165,Rakeem Christmas,1007026,IND
166,Chris Paul,21468695,LAC
167,DeAndre Jordan,19689000,LAC
168,DeAndre Jordan,19689000,LAC
169,Blake Griffin,18862876,LAC
170,Jeff Green,9200000,LAC
171,JJ Redick,7085000,LAC
172,Jamal Crawford,5675000,LAC
173,Paul Pierce,3376000,LAC
174,Austin Rivers,3110796,LAC
175,Pablo Prigioni,1421348,LAC
176,Luc Mbah a Moute,1270964,LAC
177,Cole Aldrich,1100602,LAC
178,Wesley Johnson,1100602,LAC
179,Branden Dawson,525093,LAC
180,Jeff Ayres,251890,LAC
181,Kobe Bryant,25000000,LAL
182,Roy Hibbert,15514031,LAL
183,Louis Williams,7000000,LAL
184,D'Angelo Russell,5103120,LAL
185,Julius Randle,3132240,LAL
186,Brandon Bass,3000000,LAL
187,Ryan Kelly,1724250,LAL
188,Robert Sacre,981358,LAL
189,Tarik Black,845059,LAL
190,Jordan Clarkson,845059,LAL
191,Marcelo Huertas,525093,LAL
192,Anthony Brown,525093,LAL
193,Marc Gasol,19689000,MEM
194,Zach Randolph,10000000,MEM
195,Mike Conley,9680000,MEM
196,Jeff Green,9200000,MEM
197,Courtney Lee,5675000,MEM
198,Chris Andersen,5000000,MEM
199,Tony Allen,5000000,MEM
200,Mario Chalmers,4300000,MEM
201,Vince Carter,4088019,MEM
202,Matt Barnes,3542500,MEM
203,Jordan Farmar,2291455,MEM
204,Jordan Adams,1404600,MEM
205,Jarell Martin,1230840,MEM
206,PJ Hairston,1201440,MEM
207,Ray McCallum,1076758,MEM
208,JaMychal Green,845059,MEM
209,Ryan Hollins,615906,MEM
210,Xavier Munford,123548,MEM
211,Bryce Cotton,99418,MEM
212,Chris Bosh,22192730,MIA
213,Dwyane Wade,20000000,MIA
214,Goran Dragic,14783000,MIA
215,Luol Deng,10151612,MIA
216,Josh McRoberts,5543725,MIA
217,Chris Andersen,5000000,MIA
218,Mario Chalmers,4300000,MIA
219,Udonis Haslem,2854940,MIA
220,Gerald Green,1362897,MIA
221,Tyler Johnson,845059,MIA
222,Josh Richardson,525093,MIA
223,Greg Monroe,16407500,MIL
224,Khris Middleton,14700000,MIL
225,O.J. Mayo,8000000,MIL
226,Greivis Vasquez,6600000,MIL
227,Jabari Parker,5152440,MIL
228,Steve Novak,3758017,MIL
229,Jerryd Bayless,3000000,MIL
230,John Henson,2943220,MIL
231,Michael Carter-Williams,2399040,MIL
232,Miles Plumlee,2109293,MIL
233,Giannis Antetokounmpo,1953960,MIL
234,Tyler Ennis,1662360,MIL
235,Chris Copeland,1150000,MIL
236,Jared Cunningham,1039074,MIL
237,Damien Inglis,855000,MIL
238,Ricky Rubio,12700000,MIN
239,Nikola Pekovic,12100000,MIN
240,Kevin Garnett,8500000,MIN
241,Kevin Martin,7402474,MIN
242,Andrew Wiggins,5758680,MIN
243,Nemanja Bjelica,3950000,MIN
244,Zach LaVine,2148360,MIN
245,Shabazz Muhammad,2056920,MIN
246,Adreian Payne,1938840,MIN
247,Tayshaun Prince,1499187,MIN
248,Andre Miller,1490369,MIN
249,Gorgui Dieng,1474440,MIN
250,Tyus Jones,1282080,MIN
251,Damjan Rudez,1149500,MIN
252,Eric Gordon,15514031,NOP
253,Jrue Holiday,11000000,NOP
254,Tyreke Evans,10734586,NOP
255,Omer Asik,9213483,NOP
256,Ryan Anderson,8500000,NOP
257,Anthony Davis,7070730,NOP
258,Alexis Ajinca,4539607,NOP
259,Norris Cole,3203780,NOP
260,Toney Douglas,2971568,NOP
261,Dante Cunningham,2850000,NOP
262,Kendrick Perkins,1499187,NOP
263,Alonzo Gee,1320000,NOP
264,Luke Babbitt,1100602,NOP
265,Tim Frazier,989216,NOP
266,Jimmer Fredette,625167,NOP
267,Jordan Hamilton,119461,NOP
268,Orlando Johnson,111444,NOP
269,Bryce Dejean-Jones,61775,NOP
270,Nate Robinson,26456,NOP
271,Carmelo Anthony,22875000,NYK
272,Robin Lopez,12650000,NYK
273,Arron Afflalo,8000000,NYK
274,Jose Calderon,7402812,NYK
275,Kristaps Porzingis,4131720,NYK
276,Kyle O'Quinn,3750000,NYK
277,Jerian Grant,1572360,NYK
278,Cleanthony Early,845059,NYK
279,Langston Galloway,845059,NYK
280,Jimmer Fredette,625167,NYK
281,Thanasis Antetokounmpo,30887,NYK
282,Kevin Durant,21971850,OKC
283,Russell Westbrook,16744218,OKC
284,Enes Kanter,16401000,OKC
285,Serge Ibaka,12250000,OKC
286,Dion Waiters,5138430,OKC
287,Steve Novak,3758017,OKC
288,Nick Collison,3750000,OKC
289,Anthony Morrow,3344000,OKC
290,Randy Foye,3135000,OKC
291,Steven Adams,2279040,OKC
292,Cameron Payne,2021520,OKC
293,Mitch McGary,1463040,OKC
294,Andre Roberson,1210800,OKC
295,Josh Huestis,1140240,OKC
296,Nazr Mohammed,352749,OKC
297,Nikola Vucevic,11250000,ORL
298,Brandon Jennings,8344497,ORL
299,Ersan Ilyasova,7900000,ORL
300,Victor Oladipo,5192520,ORL
301,Aaron Gordon,4171680,ORL
302,Mario Hezonja,3741480,ORL
303,Elfrid Payton,2505720,ORL
304,Andrew Nicholson,2380593,ORL
305,Evan Fournier,2288204,ORL
306,Shabazz Napier,1294440,ORL
307,Dewayne Dedmon,947276,ORL
308,Devyn Marble,845059,ORL
309,Keith Appling,61775,ORL
310,JaVale McGee,13270964,PHI
311,Gerald Wallace,10105855,PHI
312,Carl Landry,6750000,PHI
313,Joel Embiid,4626960,PHI
314,Jahlil Okafor,4582680,PHI
315,Nerlens Noel,3457800,PHI
316,Kendall Marshall,2144772,PHI
317,Richaun Holmes,1075000,PHI
318,Phil Pressey,1014142,PHI
319,Robert Covington,1000000,PHI
320,Isaiah Canaan,947276,PHI
321,Elton Brand,890693,PHI
322,Jerami Grant,845059,PHI
323,Brandon Knight,13500000,PHX
324,Eric Bledsoe,13500000,PHX
325,Tyson Chandler,13000000,PHX
326,PJ Tucker,5500000,PHX
327,Chase Budinger,5258082,PHX
328,Kris Humphries,4440000,PHX
329,Alex Len,3807120,PHX
330,Devin Booker,2055840,PHX
331,Ronnie Price,1499187,PHX
332,Archie Goodwin,1160160,PHX
333,Jon Leuer,1035000,PHX
334,Phil Pressey,1014142,PHX
335,John Jenkins,981349,PHX
336,Cory Jefferson,362878,PHX
337,Lorenzo Brown,222888,PHX
338,Jordan McRae,172971,PHX
339,Orlando Johnson,111444,PHX
340,Bryce Cotton,99418,PHX
341,Anderson Varejao,10158574,POR
342,Al-Farouq Aminu,8042895,POR
343,Ed Davis,6980802,POR
344,Gerald Henderson,6000000,POR
345,Chris Kaman,5000000,POR
346,Damian Lillard,4236286,POR
347,Meyers Leonard,3075879,POR
348,Brian Roberts,2854940,POR
349,CJ McCollum,2525160,POR
350,Mason Plumlee,1415520,POR
351,Tim Frazier,989216,POR
352,Allen Crabbe,947276,POR
353,Pat Connaughton,625093,POR
354,Cliff Alexander,525093,POR
355,Luis Montero,525093,POR
356,DeMarcus Cousins,14728844,SAC
357,Rudy Gay,12403101,SAC
358,Rajon Rondo,9500000,SAC
359,Kosta Koufos,7700000,SAC
360,Marco Belinelli,6060606,SAC
361,Darren Collison,5013559,SAC
362,Willie Cauley-Stein,3398280,SAC
363,Ben McLemore,3156600,SAC
364,Omri Casspi,2836186,SAC
365,Caron Butler,1499187,SAC
366,James Anderson,1015421,SAC
367,Quincy Acy,981348,SAC
368,Seth Curry,947276,SAC
369,Eric Moreland,845059,SAC
370,Duje Dukan,525093,SAC
371,LaMarcus Aldridge,19689000,SAS
372,Kawhi Leonard,16407500,SAS
373,Tony Parker,13437500,SAS
374,Danny Green,10000000,SAS
375,Boris Diaw,7500000,SAS
376,Kevin Martin,7402474,SAS
377,Tim Duncan,5250000,SAS
378,Manu Ginobili,2814000,SAS
379,Rasual Butler,1499187,SAS
380,Matt Bonner,1499187,SAS
381,Andre Miller,1490369,SAS
382,Boban Marjanovic,1200000,SAS
383,Kyle Anderson,1142880,SAS
384,Ray McCallum,1076758,SAS
385,DeMarre Carroll,13600000,TOR
386,Kyle Lowry,12000000,TOR
387,DeMar DeRozan,9500000,TOR
388,Cory Joseph,7000000,TOR
389,Patrick Patterson,6268675,TOR
390,Anthony Bennett,4597276,TOR
391,Terrence Ross,3553917,TOR
392,Bismack Biyombo,2814000,TOR
393,James Johnson,2500000,TOR
394,Lucas Nogueira,1842000,TOR
395,Bruno Caboclo,1524000,TOR
396,Norman Powell,650000,TOR
397,Gordon Hayward,15409570,UTA
398,Derrick Favors,12000000,UTA
399,Alec Burks,9213484,UTA
400,Trevor Booker,4775000,UTA
401,Dante Exum,3777720,UTA
402,Tibor Pleiss,2700000,UTA
403,Trey Burke,2658240,UTA
404,Shelvin Mack,2433333,UTA
405,Trey Lyles,2239800,UTA
406,Joe Ingles,2100000,UTA
407,Rodney Hood,1348440,UTA
408,Rudy Gobert,1175880,UTA
409,Raul Neto,840000,UTA
410,Elijah Millsap,352936,UTA
411,Erick Green,199418,UTA
412,JJ O'Brien,30887,UTA
413,John Wall,14728844,WAS
414,Nene,13500000,WAS
415,Marcin Gortat,11217391,WAS
416,Markieff Morris,8000000,WAS
417,Bradley Beal,5694673,WAS
418,JJ Hickson,5583413,WAS
419,Kris Humphries,4440000,WAS
420,Jared Dudley,4250000,WAS
421,Alan Anderson,4000000,WAS
422,Drew Gooden,3300000,WAS
423,Gary Neal,2139000,WAS
424,DeJuan Blair,2000000,WAS
425,Ryan Hollins,615906,WAS
426,Jarell Eddie,349032,WAS
