,name,sal,team
70,Kris Dunn,4221000,CHI
71,Cameron Payne,3440356,CHI
72,Bobby Portis,2494346,CHI
73,Chandler Hutchison,1991520,CHI
74,Antonio Blakeney,1349383,CHI
75,Ryan Arcidiacono,1349383,CHI
76,Shaquille Harrison,1325531,CHI
77,Rawle Alkins,77250,CHI
78,Kevin Love,24119025,CLE
79,Tristan Thompson,17469565,CLE
80,JR Smith,14720000,CLE
81,Brandon Knight,14631250,CLE
82,Jordan Clarkson,12500000,CLE
83,Alec Burks,11536515,CLE
84,Matthew Dellavedova,9607500,CLE
85,Kyle Korver,7560000,CLE
86,Rodney Hood,3472887,CLE
87,Cameron Payne,3440356,CLE
88,Marquese Chriss,3206160,CLE
89,Cedi Osman,2775000,CLE
90,Sam Dekker,2760094,CLE
91,Channing Frye,2393887,CLE
92,David Nwaba,1512601,CLE
93,Patrick McCaw,964104,CLE
94,Andrew Harrison,354500,CLE
95,John Holland,77250,CLE
96,Jaron Blossomgame,77250,CLE
97,Jalen Jones,77250,CLE
98,Deng Adel,77250,CLE
99,Tim Hardaway Jr,17000000,DAL
100,Courtney Lee,12253780,DAL
101,Zach Randolph,11692000,DAL
102,Dwight Powell,9631250,DAL
103,Luka Doncic,6569040,DAL
104,Dirk Nowitzki,5000000,DAL
105,Justin Jackson,2807880,DAL
106,Devin Harris,2393887,DAL
107,Salah Mejri,2098196,DAL
108,Trey Burke,1795015,DAL
109,Dorian Finney-Smith,1544951,DAL
110,Maxi Kleber,1378242,DAL
111,Jalen Brunson,1230000,DAL
112,Ryan Broekhoff,838464,DAL
113,Kostas Antetokounmpo,77250,DAL
114,Daryl Macon,77250,DAL
115,Paul Millsap,29230769,DEN
116,Nikola Jokic,25467250,DEN
117,Gary Harris,16517857,DEN
118,Mason Plumlee,12917808,DEN
119,Will Barton,11830358,DEN
120,Jamal Murray,3499800,DEN
121,Trey Lyles,3364249,DEN
122,Torrey Craig,2000000,DEN
123,Tyler Lydon,1874640,DEN
124,Malik Beasley,1773840,DEN
125,Monte Morris,1349383,DEN
126,DeVaughn Akoon-Purcell,77250,DEN
127,Brandon Goodwin,56845,DEN
128,Blake Griffin,31873932,DET
129,Andre Drummond,25434262,DET
130,Reggie Jackson,17043478,DET
131,Jon Leuer,10002681,DET
132,Wayne Ellington,8653076,DET
133,Langston Galloway,7000000,DET
134,Glenn Robinson III,4075000,DET
135,Stanley Johnson,3940401,DET
136,Luke Kennard,3275280,DET
137,Thon Maker,2799720,DET
138,Reggie Bullock,2500000,DET
139,Jose Calderon,2393887,DET
140,Zaza Pachulia,2393887,DET
141,Henry Ellenson,2199311,DET
142,Bruce Brown,838464,DET
143,Kalin Lucas,648008,DET
144,Zach Lofton,77250,DET
145,Stephen Curry,37457154,GSW
146,Kevin Durant,30000000,GSW
147,Klay Thompson,18988725,GSW
148,Draymond Green,17469565,GSW
149,Andre Iguodala,16000000,GSW
150,Shaun Livingston,8307692,GSW
151,DeMarcus Cousins,5337000,GSW
152,Jonas Jerebko,2165481,GSW
153,Jacob Evans,1646400,GSW
154,Kevon Looney,1567007,GSW
155,Damian Jones,1544951,GSW
156,Quinn Cook,1544951,GSW
157,Jordan Bell,1378242,GSW
158,Alfonzo McKinnie,1349383,GSW
159,Andrew Bogut,486892,GSW
160,Damion Lee,77250,GSW
161,Marcus Derrickson,77250,GSW
162,Chris Paul,35654150,HOU
163,James Harden,30570000,HOU
164,Clint Capela,15793104,HOU
165,Eric Gordon,13500375,HOU
166,Austin Rivers,13155324,HOU
167,Marquese Chriss,3206160,HOU
168,Carmelo Anthony,2393887,HOU
169,Gerald Green,1512601,HOU
170,Michael Carter-Williams,1468082,HOU
171,Isaiah Hartenstein,838464,HOU
172,Gary Clark,674122,HOU
173,James Nunnally,663255,HOU
174,Terrence Jones,198579,HOU
175,Chris Chiozza,137374,HOU
176,Vincent Edwards,77250,HOU
177,Victor Oladipo,21000000,IND
178,Thaddeus Young,13764045,IND
179,Tyreke Evans,12400000,IND
180,Bojan Bogdanovic,10500000,IND
181,Darren Collison,10000000,IND
182,Cory Joseph,7945000,IND
183,Doug McDermott,7333334,IND
184,Kyle O'Quinn,4449000,IND
185,Domantas Sabonis,2659800,IND
186,Aaron Holiday,1914480,IND
187,Ike Anigbogu,1349383,IND
188,Alize Johnson,838464,IND
189,Davon Reed,752250,IND
190,DeAndre Jordan,22642350,LAC
191,Danilo Gallinari,20559599,LAC
192,Tobias Harris,16000000,LAC
193,Austin Rivers,11825000,LAC
194,Avery Bradley,8808989,LAC
195,Lou Williams,7000000,LAC
196,Wesley Johnson,5881260,LAC
197,Boban Marjanovic,5881260,LAC
198,Patrick Beverley,5513514,LAC
199,Sean Kilpatrick,4774445,LAC
200,Sam Dekker,1794600,LAC
201,Willie Reed,1471382,LAC
202,Montrezl Harrell,1471382,LAC
203,Brice Johnson,1331160,LAC
204,Jawun Evans,815615,LAC
205,Brook Lopez,22642350,LAL
206,Kentavious Caldwell-Pope,17745894,LAL
207,Luol Deng,17190000,LAL
208,Corey Brewer,8105615,LAL
209,Channing Frye,7420912,LAL
210,Lonzo Ball,6286560,LAL
211,Brandon Ingram,5519400,LAL
212,Julius Randle,4149242,LAL
213,Tyler Ennis,1524305,LAL
214,Kyle Kuzma,1423560,LAL
215,Josh Hart,1394520,LAL
216,Andrew Bogut,1078810,LAL
217,Thomas Bryant,815615,LAL
218,Nigel Hayes,193532,LAL
219,Gary Payton II,154500,LAL
220,Alex Caruso,77250,LAL
221,Vander Blue,77250,LAL
222,Andre Ingram,46079,LAL
223,Mike Conley,30521115,MEM
224,Chandler Parsons,24107258,MEM
225,Jonas Valanciunas,16539326,MEM
226,Avery Bradley,12000000,MEM
227,Kyle Anderson,8641000,MEM
228,CJ Miles,8333333,MEM
229,JaMychal Green,8066667,MEM
230,Justin Holiday,4500000,MEM
231,Shelvin Mack,2512601,MEM
232,Omri Casspi,2176260,MEM
233,MarShon Brooks,1656092,MEM
234,Dillon Brooks,1378242,MEM
235,Ivan Rabb,1378242,MEM
236,Tyler Dorsey,1378242,MEM
237,Jevon Carter,838464,MEM
238,Bruno Caboclo,705361,MEM
239,Andrew Harrison,354500,MEM
240,Dusty Hannahs,47370,MEM
241,Chris Bosh,26837720,MIA
242,Hassan Whiteside,24434262,MIA
243,Ryan Anderson,20421546,MIA
244,Goran Dragic,18109175,MIA
245,James Johnson,14420700,MIA
246,Kelly Olynyk,13537527,MIA
247,Josh Richardson,9367200,MIA
248,Wayne Ellington,8653076,MIA
249,Bam Adebayo,2955840,MIA
250,Udonis Haslem,2393887,MIA
251,Rodney McGruder,1544951,MIA
252,Yante Maten,385000,MIA
253,Duncan Robinson,77250,MIA
254,Giannis Antetokounmpo,24157304,MIL
255,George Hill,19000000,MIL
256,Eric Bledsoe,15000000,MIL
257,Khris Middleton,13000000,MIL
258,Nikola Mirotic,12500000,MIL
259,Tony Snell,10607143,MIL
260,Ersan Ilyasova,7000000,MIL
261,Brook Lopez,3382000,MIL
262,Thon Maker,2799720,MIL
263,Donte DiVincenzo,2484360,MIL
264,Tim Frazier,1832107,MIL
265,Pat Connaughton,1641000,MIL
266,Malcolm Brogdon,1544951,MIL
267,Sterling Brown,1378242,MIL
268,Isaiah Canaan,744671,MIL
269,Trevon Duval,77250,MIL
270,Jaylen Morris,77250,MIL
271,Bonzie Colson,77250,MIL
272,Andrew Wiggins,25467250,MIN
273,Jeff Teague,19000000,MIN
274,Gorgui Dieng,15170787,MIN
275,Taj Gibson,14000000,MIN
276,Robert Covington,10464092,MIN
277,Jerryd Bayless,8575916,MIN
278,Tyus Jones,2444052,MIN
279,Derrick Rose,2176260,MIN
280,Josh Okogie,2163600,MIN
281,Keita Bates-Diop,838464,MIN
282,Isaiah Canaan,744671,MIN
283,James Nunnally,663255,MIN
284,Cam Reynolds,108953,MIN
285,Mitchell Creek,47370,MIN
286,Jrue Holiday,26641111,NOP
287,Anthony Davis,25434263,NOP
288,Solomon Hill,12763467,NOP
289,E'Twaun Moore,8808685,NOP
290,Julius Randle,8641000,NOP
291,Wesley Johnson,6134000,NOP
292,Stanley Johnson,3940401,NOP
293,Elfrid Payton,3000000,NOP
294,Darius Miller,2205000,NOP
295,Tim Frazier,1832107,NOP
296,Ian Clark,1757429,NOP
297,Jahlil Okafor,1567007,NOP
298,Cheick Diallo,1544951,NOP
299,Frank Jackson,1378242,NOP
300,Andrew Harrison,354500,NOP
301,Dairis Bertans,194220,NOP
302,DeAndre Jordan,22897200,NYK
303,Joakim Noah,20261172,NYK
304,Wesley Matthews,19360228,NYK
305,Enes Kanter,18600000,NYK
306,Mario Hezonja,6500000,NYK
307,Ron Baker,4697823,NYK
308,Emmanuel Mudiay,4294479,NYK
309,Frank Ntilikina,4155720,NYK
310,Kevin Knox II,3744840,NYK
311,Henry Ellenson,2199311,NYK
312,Trey Burke,1795015,NYK
313,Luke Kornet,1619260,NYK
314,Mitchell Robinson,1485440,NYK
315,Damyean Dotson,1378242,NYK
316,John Jenkins,585809,NYK
317,Isaiah Hicks,77250,NYK
318,Kadeem Allen,77250,NYK
319,Billy Garrett,67370,NYK
320,Russell Westbrook,35665000,OKC
321,Paul George,30560700,OKC
322,Steven Adams,24157304,OKC
323,Dennis Schroeder,15500000,OKC
324,Markieff Morris,9173294,OKC
325,Jerami Grant,8333333,OKC
326,Patrick Patterson,5451600,OKC
327,Alex Abrines,3667645,OKC
328,Raymond Felton,2393887,OKC
329,Terrance Ferguson,2118840,OKC
330,Nerlens Noel,1757429,OKC
331,Jawun Evans,1455492,OKC
332,Abdel Nader,1378242,OKC
333,Hamidou Diallo,838464,OKC
334,Deonte Burton,500000,OKC
335,Tyler Davis,77250,OKC
336,Donte Grantham,77250,OKC
337,Aaron Gordon,21590909,ORL
338,Evan Fournier,17000000,ORL
339,Timofey Mozgov,16000000,ORL
340,Nikola Vucevic,12750000,ORL
341,Terrence Ross,10500000,ORL
342,Jonathan Isaac,4969080,ORL
343,Mo Bamba,4871280,ORL
344,Jerian Grant,2639313,ORL
345,Jarell Martin,2416221,ORL
346,Michael Carter-Williams,1468082,ORL
347,Khem Birch,1378242,ORL
348,Isaiah Briscoe,838464,ORL
349,Troy Caupain,77250,ORL
350,Amile Jefferson,77250,ORL
351,Joel Embiid,25467250,PHI
352,Jimmy Butler,19841627,PHI
353,Tobias Harris,14800000,PHI
354,JJ Redick,12250000,PHI
355,Boban Marjanovic,9490740,PHI
356,Markelle Fultz,8339880,PHI
357,Ben Simmons,6434520,PHI
358,Mike Muscala,5000000,PHI
359,Justin Patton,2667600,PHI
360,Corey Brewer,2559925,PHI
361,Greg Monroe,2410167,PHI
362,Amir Johnson,2393887,PHI
363,Furkan Korkmaz,1740000,PHI
364,Jonah Bolden,1690000,PHI
365,Demetrius Jackson,170107,PHI
366,Shake Milton,77250,PHI
367,Haywood Highsmith,77250,PHI
368,Tyler Johnson,19245370,PHX
369,Tyson Chandler,13585000,PHX
370,Austin Rivers,13155324,PHX
371,Deandre Ayton,8175840,PHX
372,Josh Jackson,6041520,PHX
373,Jamal Crawford,4698113,PHX
374,Dragan Bender,4661280,PHX
375,Mikal Bridges,3557400,PHX
376,Devin Booker,3314365,PHX
377,Troy Daniels,3258539,PHX
378,Richaun Holmes,1600520,PHX
379,Jawun Evans,1455492,PHX
380,Elie Okobo,1238464,PHX
381,TJ Warren,1150000,PHX
382,De'Anthony Melton,949000,PHX
383,Isaiah Canaan,744671,PHX
384,Eric Moreland,309859,PHX
385,Quincy Acy,213948,PHX
386,Jimmer Fredette,198579,PHX
387,George King,77250,PHX
388,Damian Lillard,27977689,POR
389,CJ McCollum,25759766,POR
390,Evan Turner,17868853,POR
391,Jusuf Nurkic,11111111,POR
392,Meyers Leonard,10595506,POR
393,Al-Farouq Aminu,6957105,POR
394,Zach Collins,3628920,POR
395,Rodney Hood,3472887,POR
396,Seth Curry,2795000,POR
397,Jake Layman,1544951,POR
398,Skal Labissiere,1544951,POR
399,Harrison Barnes,24107258,SAC
400,Alec Burks,11536515,SAC
401,Bogdan Bogdanovic,9000000,SAC
402,Kosta Koufos,8739500,SAC
403,Marvin Bagley III,7314960,SAC
404,Nemanja Bjelica,6500000,SAC
405,De'Aaron Fox,5470920,SAC
406,Ben McLemore,5460000,SAC
407,Willie Cauley-Stein,4696874,SAC
408,Buddy Hield,3833760,SAC
409,Yogi Ferrell,3000000,SAC
410,Justin Jackson,2807880,SAC
411,Corey Brewer,2559925,SAC
412,Skal Labissiere,1544951,SAC
413,BJ Johnson,142111,SAC
414,DeMar DeRozan,27739975,SAS
415,LaMarcus Aldridge,22347015,SAS
416,Pau Gasol,17133285,SAS
417,Patrick Mills,11571000,SAS
418,Rudy Gay,10087200,SAS
419,Davis Bertans,7000000,SAS
420,Marco Belinelli,6153846,SAS
421,Bryn Forbes,3125000,SAS
422,Jakob Poeltl,2947320,SAS
423,Dante Cunningham,2487000,SAS
424,Quincy Pondexter,2165481,SAS
425,Chimezie Metu,838464,SAS
426,Donatas Motiejunas,99289,SAS
427,Drew Eubanks,77250,SAS
428,Kyle Lowry,32700000,TOR
429,Marc Gasol,24119025,TOR
430,Kawhi Leonard,23114066,TOR
431,Serge Ibaka,21666667,TOR
432,Danny Green,10000000,TOR
433,Norman Powell,9367200,TOR
434,CJ Miles,8333333,TOR
435,Jodie Meeks,3774176,TOR
436,Greg Monroe,2410167,TOR
437,Malachi Richardson,1569360,TOR
438,Patrick McCaw,964104,TOR
439,Lorenzo Brown,800000,TOR
440,Chris Boucher,457418,TOR
441,Malcolm Miller,457418,TOR
442,Eric Moreland,309859,TOR
443,Jordan Loyd,77250,TOR
444,Rudy Gobert,23491573,UTA
445,Derrick Favors,16900000,UTA
446,Ricky Rubio,14800000,UTA
447,Joe Ingles,12545455,UTA
448,Alec Burks,11536515,UTA
449,Dante Exum,10600000,UTA
450,Kyle Korver,7560000,UTA
451,Jae Crowder,7305825,UTA
452,Donovan Mitchell,3111480,UTA
453,Raul Neto,2100000,UTA
454,Grayson Allen,2076960,UTA
455,Tony Bradley,1679520,UTA
456,Georges Niang,1512601,UTA
457,Royce O'Neale,1378242,UTA
458,Tyler Cavanaugh,77250,UTA
459,Bradley Beal,25434262,WAS
460,Jabari Parker,20000000,WAS
461,John Wall,19169800,WAS
462,Ian Mahinmi,16000000,WAS
463,Trevor Ariza,15000000,WAS
464,Wesley Johnson,6134000,WAS
465,Ron Baker,4697823,WAS
466,Sam Dekker,2760094,WAS
467,Troy Brown Jr.,2752680,WAS
468,Bobby Portis,2494346,WAS
469,Jeff Green,2393887,WAS
470,Thomas Bryant,1378242,WAS
471,Chasson Randle,975824,WAS
472,John Jenkins,585809,WAS
473,Gary Payton II,85457,WAS
474,Devin Robinson,77250,WAS
475,Jordan McRae,77250,WAS
