,name,sal,team
236,Kevin Durant,15506632,OKC
237,Kendrick Perkins,7123626,OKC
238,Nate Robinson,5483307,OKC
239,Russell Westbrook,5082416,OKC
240,James Harden,4604760,OKC
241,Nazr Mohammed,3750000,OKC
242,Daequan Cook,3341558,OKC
243,Nick Collison,3272997,OKC
244,Cole Aldrich,2286000,OKC
245,Eric Maynor,1516680,OKC
246,Serge Ibaka,1288200,OKC
247,Royal Ivey,1200000,OKC
248,Reggie Jackson,1156320,OKC
249,Lazar Hayward,1097520,OKC
250,Ryan Reid,475000,OKC
251,Gilbert Arenas,19269307,ORL
252,Dwight Howard,18091770,ORL
253,Hidayet Turkoglu,11000000,ORL
254,Jameer Nelson,7800000,ORL
255,JJ Redick,6750000,ORL
256,Glen Davis,6300000,ORL
257,Jason Richardson,5395000,ORL
258,Chris Duhon,3500000,ORL
259,Quentin Richardson,2446600,ORL
260,Ryan Anderson,2244601,ORL
261,Earl Clark,1160000,ORL
262,Daniel Orton,1105560,ORL
263,Justin Harper,473604,ORL
264,DeAndre Liggins,473604,ORL
265,Larry Hughes,414443,ORL
266,Elton Brand,17059727,PHI
267,Andre Iguodala,13531750,PHI
268,Thaddeus Young,7478261,PHI
269,Andres Nocioni,6650000,PHI
270,Louis Williams,5101000,PHI
271,Spencer Hawes,4051024,PHI
272,Jrue Holiday,1741440,PHI
273,Craig Brackins,1404960,PHI
274,Tony Battie,1352181,PHI
275,Jodie Meeks,854389,PHI
276,Lavoy Allen,473604,PHI
277,Francisco Elson,305792,PHI
278,Vince Carter,21300000,PHX
279,Steve Nash,11689062,PHX
280,Marcin Gortat,6790640,PHX
281,Grant Hill,6500000,PHX
282,Josh Childress,6000000,PHX
283,Channing Frye,5600000,PHX
284,Jared Dudley,4250000,PHX
285,Shannon Brown,3500000,PHX
286,Robin Lopez,2862602,PHX
287,Markieff Morris,1919160,PHX
288,Michael Redd,1308506,PHX
289,Ronnie Price,1069509,PHX
290,Brandon Roy,16032144,POR
291,LaMarcus Aldridge,12372000,POR
292,Marcus Camby,11227250,POR
293,Gerald Wallace,9500000,POR
294,Raymond Felton,7560000,POR
295,Wesley Matthews,6135160,POR
296,Jamal Crawford,5000000,POR
297,Jonny Flynn,3414720,POR
298,JJ Hickson,2354537,POR
299,Nicolas Batum,2155365,POR
300,Luke Babbitt,1768800,POR
301,Joel Przybilla,1145027,POR
302,Chris Johnson,762195,POR
303,Armon Johnson,762195,POR
304,John Salmons,8500000,SAC
305,Marcus Thornton,7000000,SAC
306,Francisco Garcia,5800000,SAC
307,Chuck Hayes,5250000,SAC
308,Tyreke Evans,4151640,SAC
309,DeMarcus Cousins,3627720,SAC
310,JJ Hickson,2354537,SAC
311,Jimmer Fredette,2238360,SAC
312,Donte Greene,2015896,SAC
313,Tyler Honeycutt,775000,SAC
314,Tim Duncan,21164619,SAS
315,Manu Ginobili,12981038,SAS
316,Tony Parker,12500000,SAS
317,Richard Jefferson,9282000,SAS
318,Boris Diaw,9000000,SAS
319,Tiago Splitter,3672000,SAS
320,Matt Bonner,3315000,SAS
321,Kawhi Leonard,1731960,SAS
322,James Anderson,1463520,SAS
323,Cory Joseph,1028400,SAS
324,DeJuan Blair,986000,SAS
325,Danny Green,854389,SAS
326,Gary Neal,762195,SAS
327,Ike Diogu,64028,SAS
328,Jose Calderon,9780992,TOR
329,Andrea Bargnani,9250000,TOR
330,Leandro Barbosa,7600000,TOR
331,Amir Johnson,5500000,TOR
332,Linas Kleiza,4605000,TOR
333,Jerryd Bayless,3042280,TOR
334,DeMar DeRozan,2625000,TOR
335,Aaron Gray,2500000,TOR
336,Ed Davis,2063040,TOR
337,James Johnson,1833120,TOR
338,Gary Forbes,1500000,TOR
339,Jamaal Magloire,1352181,TOR
340,Anthony Carter,1352181,TOR
341,Rasual Butler,1229255,TOR
342,Solomon Alabi,830000,TOR
343,Al Jefferson,14000000,UTA
344,Devin Harris,9319000,UTA
345,Paul Millsap,8103435,UTA
346,Derrick Favors,4443360,UTA
347,Enes Kanter,4101000,UTA
348,CJ Miles,3700000,UTA
349,Raja Bell,3240000,UTA
350,Gordon Hayward,2532960,UTA
351,Josh Howard,2150000,UTA
352,Alec Burks,2020200,UTA
353,DeMarre Carroll,833713,UTA
354,Jeremy Evans,762195,UTA
355,Rashard Lewis,21136631,WAS
356,Andray Blatche,6442083,WAS
357,John Wall,5530080,WAS
358,Ronny Turiaf,4360000,WAS
359,Nick Young,3695857,WAS
360,Jan Vesely,3065040,WAS
361,JaVale McGee,2462400,WAS
362,Trevor Booker,1294920,WAS
363,Brian Cook,1223166,WAS
364,Maurice Evans,1223166,WAS
365,Jordan Crawford,1120440,WAS
366,Shelvin Mack,473604,WAS
