,name,sal,team
159,Francisco Garcia,1316809,HOU
160,Clint Capela,1189200,HOU
161,Joey Dorsey,948163,HOU
162,Patrick Beverley,915243,HOU
163,Troy Daniels,816482,HOU
164,Isaiah Canaan,816482,HOU
165,KJ McDaniels,507336,HOU
166,Nick Johnson,507336,HOU
167,Tarik Black,507336,HOU
168,Paul George,15800000,IND
169,Roy Hibbert,14898938,IND
170,David West,12000000,IND
171,George Hill,8000000,IND
172,Luis Scola,4500000,IND
173,CJ Miles,4205000,IND
174,Ian Mahinmi,4000000,IND
175,Chris Copeland,3130000,IND
176,Solomon Hill,1302840,IND
177,Damjan Rudez,1100000,IND
178,Lavoy Allen,948163,IND
179,AJ Price,493917,IND
180,Chris Paul,20068563,LAC
181,Blake Griffin,17632688,LAC
182,DeAndre Jordan,11440123,LAC
183,Glen Davis,7827985,LAC
184,JJ Redick,6792500,LAC
185,JJ Redick,6792500,LAC
186,Jamal Crawford,5450000,LAC
187,Spencer Hawes,5305000,LAC
188,Matt Barnes,3396250,LAC
189,Austin Rivers,2439840,LAC
190,Nate Robinson,2106720,LAC
191,Jordan Farmar,2100000,LAC
192,Jordan Hamilton,1232610,LAC
193,Reggie Bullock,1200720,LAC
194,Chris Douglas-Roberts,915243,LAC
195,Dahntay Jones,721169,LAC
196,Lester Hudson,111548,LAC
197,Kobe Bryant,23500000,LAL
198,Jeremy Lin,14898938,LAL
199,Steve Nash,9701000,LAL
200,Jordan Hill,9000000,LAL
201,Julius Randle,2997360,LAL
202,Ryan Kelly,1650000,LAL
203,Ronnie Price,1316809,LAL
204,Xavier Henry,1082000,LAL
205,Wayne Ellington,1063384,LAL
206,Ed Davis,981084,LAL
207,Wesley Johnson,981084,LAL
208,Robert Sacre,915243,LAL
209,Jordan Clarkson,507336,LAL
210,Tarik Black,507336,LAL
211,Jabari Brown,104450,LAL
212,Vander Blue,48028,LAL
213,Dwight Buycks,48028,LAL
214,Zach Randolph,16500000,MEM
215,Marc Gasol,15829688,MEM
216,Jeff Green,9200000,MEM
217,Mike Conley,8760000,MEM
218,Tayshaun Prince,7707865,MEM
219,Courtney Lee,5450000,MEM
220,Tony Allen,5000000,MEM
221,Vince Carter,3911981,MEM
222,Quincy Pondexter,3146068,MEM
223,Kosta Koufos,3000000,MEM
224,Jordan Adams,1344120,MEM
225,Jon Leuer,967500,MEM
226,Nick Calathes,816482,MEM
227,JaMychal Green,244712,MEM
228,Kalin Lucas,173008,MEM
229,Chris Bosh,20644400,MIA
230,Dwyane Wade,15000000,MIA
231,Luol Deng,9714461,MIA
232,Mike Miller,9332000,MIA
233,Goran Dragic,7500000,MIA
234,Josh McRoberts,5305000,MIA
235,Chris Andersen,5300000,MIA
236,Mario Chalmers,4000000,MIA
237,Udonis Haslem,2732000,MIA
238,Norris Cole,2150188,MIA
239,Danny Granger,2100000,MIA
240,Zoran Dragic,1756500,MIA
241,Shabazz Napier,1238640,MIA
242,Justin Hamilton,816482,MIA
243,Michael Beasley,330225,MIA
244,Tyler Johnson,280526,MIA
245,Andre Dawkins,271697,MIA
246,Shannon Brown,215811,MIA
247,Larry Sanders,11000000,MIL
248,Drew Gooden,8128490,MIL
249,O.J. Mayo,8000000,MIL
250,Ersan Ilyasova,7900000,MIL
251,Zaza Pachulia,5200000,MIL
252,Jabari Parker,4930560,MIL
253,Jared Dudley,4250000,MIL
254,Brandon Knight,3553917,MIL
255,Jerryd Bayless,3000000,MIL
256,Michael Carter-Williams,2300040,MIL
257,John Henson,1987320,MIL
258,Giannis Antetokounmpo,1873200,MIL
259,Tyler Ennis,1590720,MIL
260,Miles Plumlee,1169880,MIL
261,Jorge Gutierrez,960566,MIL
262,Khris Middleton,915243,MIL
263,Kendall Marshall,915243,MIL
264,Kenyon Martin,818049,MIL
265,Nikola Pekovic,12100000,MIN
266,Kevin Garnett,12000000,MIN
267,Kevin Martin,6792500,MIN
268,Anthony Bennett,5563920,MIN
269,Andrew Wiggins,5510640,MIN
270,Ricky Rubio,5070686,MIN
271,Chase Budinger,5000000,MIN
272,Corey Brewer,4702500,MIN
273,Gary Neal,3250000,MIN
274,Zach LaVine,2055840,MIN
275,Shabazz Muhammad,1971960,MIN
276,Adreian Payne,1855320,MIN
277,Miroslav Raduljica,1596056,MIN
278,Gorgui Dieng,1413480,MIN
279,Jeff Adrien,1217698,MIN
280,Robbie Hummel,880000,MIN
281,Troy Daniels,816482,MIN
282,Justin Hamilton,816482,MIN
283,Glenn Robinson III,507336,MIN
284,Lorenzo Brown,390082,MIN
285,Arinze Onuaku,48028,MIN
286,Sean Kilpatrick,29843,MIN
287,Eric Gordon,14898938,NOP
288,Omer Asik,14898938,NOP
289,Tyreke Evans,11265416,NOP
290,Jrue Holiday,11000000,NOP
291,Ryan Anderson,8491500,NOP
292,Anthony Davis,5607240,NOP
293,Quincy Pondexter,3146068,NOP
294,Austin Rivers,2439840,NOP
295,Norris Cole,2150188,NOP
296,John Salmons,1000000,NOP
297,Alexis Ajinca,981084,NOP
298,Luke Babbitt,981084,NOP
299,Jimmer Fredette,948163,NOP
300,Darius Miller,915243,NOP
301,Gal Mekel,888524,NOP
302,Dante Cunningham,831941,NOP
303,Toney Douglas,268973,NOP
304,Carmelo Anthony,22458401,NYK
305,Andrea Bargnani,12000000,NYK
306,Jose Calderon,7097191,NYK
307,Jason Smith,3278000,NYK
308,Alexey Shved,3198723,NYK
309,Samuel Dalembert,1885755,NYK
310,Pablo Prigioni,1662961,NYK
311,Shane Larkin,1606080,NYK
312,Cole Aldrich,981084,NYK
313,Ricky Ledo,960566,NYK
314,Quincy Acy,915243,NYK
315,Cleanthony Early,507336,NYK
316,Langston Galloway,295455,NYK
317,Kevin Durant,19997513,OKC
318,Russell Westbrook,15719062,OKC
319,Serge Ibaka,12250000,OKC
320,Enes Kanter,6401000,OKC
321,Steve Novak,3445947,OKC
322,Anthony Morrow,3200000,OKC
323,Reggie Jackson,2325680,OKC
324,Nick Collison,2242003,OKC
325,Jeremy Lamb,2202000,OKC
326,Steven Adams,2184960,OKC
327,Mitch McGary,1400040,OKC
328,Andre Roberson,1160880,OKC
329,Grant Jerrett,816482,OKC
330,Channing Frye,8579088,ORL
331,Glen Davis,7827985,ORL
332,Al Harrington,7609800,ORL
333,Victor Oladipo,4978200,ORL
334,Ben Gordon,4500000,ORL
335,Aaron Gordon,3992040,ORL
336,Luke Ridnour,2750000,ORL
337,Tobias Harris,2511432,ORL
338,Elfrid Payton,2397840,ORL
339,Andrew Nicholson,1545840,ORL
340,Evan Fournier,1483920,ORL
341,Willie Green,1448490,ORL
342,Kyle O'Quinn,915243,ORL
343,Devyn Marble,884879,ORL
344,Dewayne Dedmon,816482,ORL
345,JaVale McGee,11250000,PHI
346,Jason Richardson,6601125,PHI
347,Joel Embiid,4427640,PHI
348,Luc Mbah a Moute,4382576,PHI
349,Thomas Robinson,3678360,PHI
350,Nerlens Noel,3315120,PHI
351,Furkan Aldemir,2810305,PHI
352,Michael Carter-Williams,2300040,PHI
353,Robert Covington,1000000,PHI
354,Jerami Grant,884879,PHI
355,Isaiah Canaan,816482,PHI
356,KJ McDaniels,507336,PHI
357,Glenn Robinson III,507336,PHI
358,Brandon Davies,129676,PHI
359,Tim Frazier,107435,PHI
360,Drew Gordon,73657,PHI
361,Larry Drew II,53716,PHI
362,Malcolm Lee,37686,PHI
363,Eric Bledsoe,13000000,PHX
364,Marcus Thornton,8697500,PHX
365,Goran Dragic,7500000,PHX
366,PJ Tucker,5500000,PHX
367,Alex Len,3649920,PHX
368,Brandon Knight,3553917,PHX
369,Gerald Green,3500000,PHX
370,Markieff Morris,3153860,PHX
371,Zoran Dragic,1756500,PHX
372,Tyler Ennis,1590720,PHX
373,Shavlik Randolph,1227985,PHX
374,Reggie Bullock,1200720,PHX
375,Miles Plumlee,1169880,PHX
376,Archie Goodwin,1112280,PHX
377,AJ Price,493917,PHX
378,Earl Barron,390063,PHX
379,Jerel McNeal,59686,PHX
380,Seth Curry,48028,PHX
381,LaMarcus Aldridge,15200000,POR
382,Brandon Roy,14399332,POR
383,Nicolas Batum,11390500,POR
384,Arron Afflalo,7562500,POR
385,Wesley Matthews,7245640,POR
386,Robin Lopez,5340229,POR
387,Chris Kaman,4800000,POR
388,Thomas Robinson,3678360,POR
389,Damian Lillard,3340920,POR
390,Joel Freeland,3100000,POR
391,CJ McCollum,2421000,POR
392,Meyers Leonard,2317920,POR
393,Steve Blake,2100000,POR
394,Victor Claver,1370000,POR
395,Alonzo Gee,1063384,POR
396,Will Barton,915243,POR
397,Allen Crabbe,862000,POR
398,Tim Frazier,107435,POR
399,Rudy Gay,19317326,SAC
400,DeMarcus Cousins,13701250,SAC
401,Carl Landry,6750000,SAC
402,Derrick Williams,6679866,SAC
403,Jason Thompson,6037500,SAC
404,Darren Collison,4797664,SAC
405,Andre Miller,4625000,SAC
406,Ben McLemore,3026280,SAC
407,Reggie Evans,1768654,SAC
408,Ryan Hollins,1310286,SAC
409,Omri Casspi,1063384,SAC
410,Ray McCallum,816482,SAC
411,Eric Moreland,507336,SAC
412,Quincy Miller,398393,SAC
413,Sim Bhullar,35000,SAC
414,Tony Parker,12500000,SAS
415,Tim Duncan,10361446,SAS
416,Boris Diaw,8000000,SAS
417,Manu Ginobili,7000000,SAS
418,Danny Green,4025000,SAS
419,Kawhi Leonard,3053368,SAS
420,Marco Belinelli,2873750,SAS
421,Cory Joseph,2134593,SAS
422,Aron Baynes,2100000,SAS
423,Jeff Ayres,1828750,SAS
424,Matt Bonner,1448490,SAS
425,Austin Daye,1263550,SAS
426,Kyle Anderson,1093680,SAS
427,JaMychal Green,244712,SAS
428,Kyle Lowry,12000000,TOR
429,DeMar DeRozan,9500000,TOR
430,Landry Fields,8500000,TOR
431,Amir Johnson,7000000,TOR
432,Chuck Hayes,5958750,TOR
433,Patrick Patterson,5831326,TOR
434,Tyler Hansbrough,3326235,TOR
435,Terrence Ross,2793960,TOR
436,James Johnson,2500000,TOR
437,Lucas Nogueira,1762680,TOR
438,Bruno Caboclo,1458360,TOR
439,Gordon Hayward,14746000,UTA
440,Derrick Favors,12950000,UTA
441,Kendrick Perkins,9588889,UTA
442,Trevor Booker,5000000,UTA
443,Dante Exum,3615000,UTA
444,Steve Novak,3445947,UTA
445,Alec Burks,3201369,UTA
446,Trey Burke,2548560,UTA
447,Jeremy Evans,1795000,UTA
448,Rodney Hood,1290360,UTA
449,Rudy Gobert,1127400,UTA
450,Grant Jerrett,816482,UTA
451,Ian Clark,816481,UTA
452,Joe Ingles,507336,UTA
453,Elijah Millsap,301417,UTA
454,Bryce Cotton,152200,UTA
455,Jack Cooley,152199,UTA
456,John Wall,13701250,WAS
457,Nene,13000000,WAS
458,Marcin Gortat,10434782,WAS
459,Drew Gooden,8128490,WAS
460,Paul Pierce,5305000,WAS
461,Andre Miller,4625000,WAS
462,Bradley Beal,4505280,WAS
463,Kris Humphries,4250000,WAS
464,Will Bynum,2915908,WAS
465,DeJuan Blair,2000000,WAS
466,Rasual Butler,1448490,WAS
